Date,Price
21-Jun-12,80.27
22-Jun-12,80.42
25-Jun-12,79.67
26-Jun-12,79.5
27-Jun-12,79.71
28-Jun-12,79.45
29-Jun-12,79.81
2-Jul-12,79.5
3-Jul-12,79.84
4-Jul-12,79.84
5-Jul-12,79.89
6-Jul-12,79.67
9-Jul-12,79.58
10-Jul-12,79.44
11-Jul-12,79.75
12-Jul-12,79.3
13-Jul-12,79.22
16-Jul-12,78.86
17-Jul-12,79.07
18-Jul-12,78.81
19-Jul-12,78.59
20-Jul-12,78.49
23-Jul-12,78.39
24-Jul-12,78.19
25-Jul-12,78.17
26-Jul-12,78.22
27-Jul-12,78.42
30-Jul-12,78.18
31-Jul-12,78.13
1-Aug-12,78.44
2-Aug-12,78.23
3-Aug-12,78.48
6-Aug-12,78.25
7-Aug-12,78.61
8-Aug-12,78.42
9-Aug-12,78.56
10-Aug-12,78.28
13-Aug-12,78.32
14-Aug-12,78.73
15-Aug-12,79
16-Aug-12,79.34
17-Aug-12,79.56
20-Aug-12,79.42
21-Aug-12,79.28
22-Aug-12,78.58
23-Aug-12,78.48
24-Aug-12,78.67
27-Aug-12,78.75
28-Aug-12,78.51
29-Aug-12,78.7
30-Aug-12,78.62
31-Aug-12,78.39
3-Sep-12,78.26
4-Sep-12,78.42
5-Sep-12,78.39
6-Sep-12,78.86
7-Sep-12,78.27
10-Sep-12,78.28
11-Sep-12,77.77
12-Sep-12,77.85
13-Sep-12,77.49
14-Sep-12,78.39
17-Sep-12,78.7
18-Sep-12,78.82
19-Sep-12,78.38
20-Sep-12,78.25
21-Sep-12,78.17
24-Sep-12,77.86
25-Sep-12,77.8
26-Sep-12,77.75
27-Sep-12,77.61
28-Sep-12,77.92
1-Oct-12,78
2-Oct-12,78.16
3-Oct-12,78.5
4-Oct-12,78.48
5-Oct-12,78.67
8-Oct-12,78.33
9-Oct-12,78.25
10-Oct-12,78.19
11-Oct-12,78.33
12-Oct-12,78.44
15-Oct-12,78.64
16-Oct-12,78.89
17-Oct-12,78.94
18-Oct-12,79.28
19-Oct-12,79.32
22-Oct-12,79.94
23-Oct-12,79.86
24-Oct-12,79.81
25-Oct-12,80.3
26-Oct-12,79.65
29-Oct-12,79.81
30-Oct-12,79.64
31-Oct-12,79.77
1-Nov-12,80.14
2-Nov-12,80.47
5-Nov-12,80.29
6-Nov-12,80.36
7-Nov-12,80
8-Nov-12,79.47
9-Nov-12,79.5
12-Nov-12,79.5
13-Nov-12,79.39
14-Nov-12,80.25
15-Nov-12,81.16
16-Nov-12,81.3
19-Nov-12,81.42
20-Nov-12,81.67
21-Nov-12,82.53
22-Nov-12,82.47
23-Nov-12,82.42
26-Nov-12,82.07
27-Nov-12,82.14
28-Nov-12,82.07
29-Nov-12,82.12
30-Nov-12,82.48
3-Dec-12,82.25
4-Dec-12,81.89
5-Dec-12,82.47
6-Dec-12,82.41
7-Dec-12,82.48
10-Dec-12,82.36
11-Dec-12,82.52
12-Dec-12,83.25
13-Dec-12,83.64
14-Dec-12,83.48
17-Dec-12,83.89
18-Dec-12,84.2
19-Dec-12,84.41
20-Dec-12,84.38
21-Dec-12,84.23
24-Dec-12,84.94
25-Dec-12,84.75
26-Dec-12,85.64
27-Dec-12,86.1
28-Dec-12,86.02
31-Dec-12,86.75
1-Jan-13,86.69
